eventname,datetime
FRB20200929C,2021-03-13 21:43:11.209490
FRB20200929C,2021-03-14 21:40:48.518284
FRB20200929C,2021-03-26 20:46:50.390799
FRB20200929C,2021-06-24 15:00:21.279114
FRB20200929C,2021-09-03 10:19:26.461923
FRB20200929C,2021-09-30 08:31:34.095820
FRB20200929C,2021-11-17 05:16:30.995043
FRB20200929C,2022-02-09 23:46:39.435973
FRB20200929C,2022-02-25 22:52:25.573573
FRB20200929C,2022-03-05 22:24:34.492080
FRB20200929C,2022-03-17 21:25:08.231362
FRB20200929C,2023-04-22 19:04:57.759854
FRB20201114A,2020-11-14 19:11:57.902072
FRB20201114A,2020-12-19 16:51:26.692915
FRB20201124A,2020-12-10 07:54:42.971965
FRB20201124A,2020-12-16 07:29:19.411353
FRB20201124A,2021-02-20 03:06:22.953408
FRB20201124A,2021-03-01 02:28:45.287032
FRB20201124A,2021-03-21 01:12:22.524380
FRB20201124A,2021-03-22 01:10:44.315312
FRB20201124A,2021-03-23 01:08:04.102402
FRB20201124A,2021-03-26 00:53:51.088176
FRB20201124A,2021-03-28 00:49:08.222348
FRB20201124A,2021-04-04 00:11:43.325552
FRB20201124A,2021-04-12 23:36:08.641413
FRB20201124A,2021-05-04 22:18:21.590538
FRB20201124A,2021-05-18 21:21:03.793671
FRB20201124A,2021-05-21 21:07:19.484160
FRB20201124A,2021-05-22 21:08:52.282153
FRB20201124A,2021-05-27 20:44:49.536276
FRB20201124A,2021-09-21 13:07:09.789051
FRB20201124A,2020-11-24 08:50:41.885952
FRB20201124A,2020-11-24 08:54:45.868615
FRB20201124A,2021-03-27 00:46:22.270451
FRB20201124A,2021-03-27 00:53:10.546624
FRB20201124A,2021-03-27 00:53:10.696046
FRB20201124A,2021-03-31 00:33:06.519122
FRB20201124A,2021-03-31 00:37:18.759321
FRB20201124A,2021-03-31 00:38:34.948853
FRB20201124A,2021-03-31 00:39:18.296983
FRB20201124A,2021-04-05 00:13:36.932536
FRB20201124A,2021-04-05 00:13:36.649418
FRB20201124A,2021-04-11 23:43:24.247081
FRB20201124A,2021-04-11 23:49:52.854589
FRB20201124A,2021-05-25 20:53:21.898690
FRB20201124A,2021-05-25 20:53:24.478187
FRB20201124A,2021-05-26 20:45:38.689259
FRB20201124A,2021-05-26 20:49:27.163484
FRB20201130A,2020-11-30 07:39:23.611328
FRB20201130A,2020-12-25 05:59:01.965785
FRB20201130A,2021-01-05 05:15:35.947389
FRB20201130A,2021-01-14 04:42:32.289651
FRB20201130A,2021-01-17 04:28:01.085196
FRB20201130A,2021-01-18 04:25:18.851156
FRB20201130A,2021-02-05 03:18:50.515118
FRB20201130A,2021-02-20 02:18:18.776962
FRB20201130A,2021-02-28 01:39:30.914649
FRB20201130A,2021-03-23 00:15:35.448875
FRB20201130A,2021-03-27 00:00:27.902471
FRB20201130A,2021-04-06 23:11:08.614779
FRB20201221B,2020-12-21 10:11:38.666831
FRB20201221B,2021-02-24 05:59:05.425771
FRB20201221B,2021-02-26 05:40:44.993103
FRB20201221B,2021-03-02 05:48:38.342592
FRB20201221B,2021-03-03 05:33:28.156667
FRB20201221B,2021-03-13 04:51:02.513638
FRB20210323C,2021-03-23 03:55:30.826252
FRB20210323C,2021-03-31 03:32:44.451714
FRB20210323C,2021-04-26 02:12:14.636943
FRB20210323C,2021-05-05 01:21:15.061586
FRB20210323C,2023-03-30 03:53:34.779212
FRB20210323C,2023-06-05 23:24:14.848035
FRB20220912A,2022-09-11 07:35:20.469283
FRB20220912A,2022-09-12 07:45:50.573345
FRB20220912A,2022-09-15 07:31:38.597155
FRB20220912A,2022-10-12 05:50:53.711995
FRB20220912A,2022-10-13 05:40:48.905482
FRB20220912A,2022-10-14 05:38:29.131939
FRB20220912A,2022-10-15 05:33:34.918881
FRB20220912A,2022-10-18 05:26:30.030315
FRB20220912A,2022-10-20 05:23:14.433671
FRB20220912A,2022-10-21 05:07:29.149286
FRB20220912A,2022-10-22 05:11:14.649817
FRB20220912A,2022-10-23 04:58:49.480921
FRB20220912A,2022-10-25 04:54:08.848560
FRB20220912A,2022-10-30 04:28:48.222323
FRB20220912A,2022-10-31 04:30:21.222412
FRB20220912A,2022-11-01 04:24:44.282506
FRB20220912A,2022-11-02 04:25:22.234731
FRB20220912A,2022-11-03 04:13:39.021982
FRB20220912A,2022-11-04 04:14:34.621742
FRB20220912A,2022-11-06 04:00:07.830151
FRB20220912A,2022-11-07 04:01:47.352140
FRB20220912A,2022-11-08 03:57:07.279129
FRB20220912A,2022-11-09 03:45:23.901230
FRB20220912A,2022-11-11 03:45:13.612733
FRB20220912A,2022-11-12 03:33:59.490101
FRB20220912A,2022-11-13 03:34:15.854768
FRB20220912A,2022-11-14 03:33:46.236759
FRB20220912A,2022-11-15 03:37:33.852789
FRB20220912A,2022-11-16 03:26:17.826995
FRB20220912A,2022-11-17 03:24:16.880507
FRB20220912A,2022-11-18 03:19:57.600757
FRB20220912A,2022-11-19 03:18:14.042409
FRB20220912A,2022-11-29 02:32:25.295452
FRB20220912A,2022-11-30 02:32:18.908641
FRB20220912A,2022-12-01 02:26:25.673858
FRB20220912A,2022-12-02 02:18:23.236167
FRB20220912A,2022-12-03 02:15:49.322578
FRB20220912A,2022-12-04 02:14:33.226434
FRB20220912A,2022-12-05 02:08:10.618416
FRB20220912A,2022-12-06 02:05:55.500551
FRB20220912A,2022-12-07 02:06:58.366945
FRB20220912A,2022-12-08 02:11:33.239675
FRB20220912A,2022-12-10 01:48:55.226931
FRB20220912A,2022-12-11 01:46:48.138534
FRB20220912A,2022-12-12 01:39:08.492021
FRB20220912A,2022-12-13 01:40:36.933184
FRB20220912A,2022-12-14 01:37:05.287621
FRB20220912A,2022-12-15 01:24:52.166863
FRB20220912A,2022-12-16 01:28:14.333954
FRB20220912A,2022-12-17 01:26:09.589127
FRB20220912A,2022-12-18 01:15:53.780428
FRB20220912A,2022-12-19 01:14:58.493278
FRB20220912A,2022-12-20 01:14:29.299939
FRB20220912A,2022-12-21 01:08:11.638581
FRB20220912A,2022-12-22 01:01:34.532216
FRB20220912A,2022-12-23 00:54:59.789555
FRB20220912A,2022-12-24 00:54:14.553003
FRB20220912A,2022-12-26 00:47:59.894832
FRB20220912A,2022-12-27 00:44:27.714496
FRB20220912A,2022-12-30 00:27:05.814973
FRB20220912A,2023-01-01 00:31:22.480821
FRB20220912A,2023-01-02 00:22:11.387612
FRB20220912A,2023-01-04 00:19:55.427284
FRB20220912A,2023-01-05 00:18:27.802045
FRB20220912A,2023-01-06 00:01:30.566999
FRB20220912A,2023-01-07 00:06:13.005207
FRB20220912A,2023-02-01 22:25:57.482634
FRB20220912A,2023-02-02 22:22:36.257298
FRB20220912A,2023-02-03 22:10:21.359203
FRB20220912A,2023-02-10 21:49:46.127173
FRB20220912A,2023-02-14 21:27:46.945543
FRB20220912A,2023-02-16 21:17:34.674811
FRB20220912A,2023-03-08 20:00:43.526208
FRB20220912A,2023-03-10 19:56:17.261962
FRB20220912A,2023-03-11 19:50:38.458209
FRB20220912A,2023-03-12 19:41:58.161679
FRB20220912A,2023-03-14 19:34:38.386939
FRB20220912A,2023-03-15 19:36:49.122411
FRB20220912A,2023-03-16 19:29:49.654325
FRB20220912A,2023-03-17 19:20:28.479063
FRB20220912A,2023-03-18 19:21:39.186181
FRB20220912A,2023-03-25 18:59:27.411758
FRB20220912A,2023-03-27 18:54:06.962345
FRB20220912A,2023-03-28 18:43:12.256722
FRB20220912A,2023-03-29 18:38:01.678013
FRB20220912A,2023-04-04 18:17:03.679759
FRB20220912A,2023-04-06 18:10:08.064210
FRB20220912A,2023-04-07 18:02:39.749798
FRB20220912A,2023-04-14 17:32:02.192903
FRB20220912A,2023-04-17 17:28:00.039677
FRB20220912A,2023-04-18 17:23:59.500603
FRB20220912A,2023-04-19 17:20:48.239357
FRB20220912A,2023-04-27 16:45:24.421217
FRB20220912A,2023-04-29 16:30:56.764554
FRB20220912A,2023-04-30 16:32:43.136363
FRB20220912A,2023-05-02 16:21:01.023636
FRB20220912A,2023-05-03 16:29:00.439465
FRB20220912A,2023-05-04 16:16:03.978439
FRB20220912A,2023-05-05 16:11:33.020172
FRB20220912A,2023-05-10 15:55:26.128571
FRB20220912A,2023-05-12 15:53:27.013616
FRB20220912A,2023-05-27 14:53:46.759326
FRB20220912A,2023-05-28 14:39:18.081285
FRB20220912A,2023-05-30 14:37:08.270850
FRB20220912A,2023-06-01 14:26:28.191882
FRB20220912A,2023-06-02 14:18:26.013711
FRB20220912A,2023-06-03 14:21:58.648212
FRB20220912A,2023-06-06 14:07:03.135145
FRB20220912A,2023-06-08 14:03:39.242818
FRB20220912A,2023-06-23 12:55:36.905395
FRB20220912A,2023-06-24 12:51:34.227223
FRB20220912A,2023-06-25 12:52:53.471570
FRB20220912A,2023-06-26 12:51:54.039920
FRB20220912A,2023-06-27 12:44:53.101209
FRB20220912A,2023-06-28 12:40:43.376609
FRB20220912A,2023-06-29 12:34:59.484641
FRB20220912A,2023-06-30 12:29:51.328143
FRB20220912A,2023-07-01 12:32:21.425569
FRB20220912A,2023-07-02 12:16:35.166013
FRB20220912A,2023-07-03 12:26:45.695785
FRB20220912A,2023-07-04 12:22:17.104681
FRB20220912A,2023-07-05 12:14:28.099246
FRB20220912A,2023-07-06 12:09:39.800156
FRB20220912A,2023-07-08 12:01:51.588032
FRB20220912A,2023-07-09 11:51:31.564062
FRB20220912A,2023-07-10 11:58:19.375257
FRB20220912A,2023-07-12 11:42:22.615846
FRB20220912A,2023-07-13 11:38:54.878853
FRB20220912A,2023-07-14 11:39:59.121500
FRB20220912A,2023-07-15 11:36:20.744079
FRB20220912A,2023-07-19 11:23:54.368993
FRB20220912A,2023-07-21 11:12:59.748894
FRB20220912A,2023-07-26 10:52:59.994777
FRB20220912A,2023-07-28 10:43:19.393656
FRB20220912A,2023-08-02 10:25:46.513582
FRB20220912A,2023-08-03 10:25:01.009643
FRB20220912A,2023-08-05 10:17:54.572789
FRB20220912A,2023-08-06 10:03:43.086151
FRB20220912A,2023-08-07 10:03:17.038540
FRB20220912A,2023-08-08 10:00:11.651942
FRB20220912A,2023-08-14 09:36:52.843038
FRB20220912A,2022-09-15 07:32:00.758809
FRB20220912A,2022-10-12 05:53:05.785385
FRB20220912A,2022-10-13 05:41:39.834818
FRB20220912A,2022-10-13 05:49:29.256079
FRB20220912A,2022-10-14 05:39:39.289538
FRB20220912A,2022-10-21 05:10:29.816309
FRB20220912A,2022-10-22 05:16:36.119626
FRB20220912A,2022-10-23 04:58:50.345994
FRB20220912A,2022-10-23 04:59:56.980380
FRB20220912A,2022-10-23 05:02:03.792540
FRB20220912A,2022-10-23 05:10:40.045826
FRB20220912A,2022-10-25 04:54:36.342223
FRB20220912A,2022-10-25 04:56:56.783250
FRB20220912A,2022-10-25 04:57:00.353651
FRB20220912A,2022-10-25 04:58:31.398881
FRB20220912A,2022-10-25 04:59:01.794478
FRB20220912A,2022-10-30 04:34:56.193856
FRB20220912A,2022-10-30 04:34:56.626393
FRB20220912A,2022-10-31 04:31:12.316902
FRB20220912A,2022-11-01 04:28:49.625697
FRB20220912A,2022-11-02 04:25:43.838018
FRB20220912A,2022-11-02 04:26:58.950136
FRB20220912A,2022-11-02 04:30:11.688893
FRB20220912A,2022-11-03 04:18:51.369180
FRB20220912A,2022-11-03 04:26:35.686497
FRB20220912A,2022-11-04 04:15:38.220498
FRB20220912A,2022-11-04 04:18:00.195067
FRB20220912A,2022-11-04 04:23:25.290327
FRB20220912A,2022-11-06 04:04:33.848642
FRB20220912A,2022-11-06 04:05:09.560519
FRB20220912A,2022-11-06 04:06:07.960960
FRB20220912A,2022-11-06 04:11:37.766947
FRB20220912A,2022-11-06 04:12:16.192015
FRB20220912A,2022-11-06 04:22:04.262272
FRB20220912A,2022-11-07 04:05:19.562949
FRB20220912A,2022-11-07 04:05:22.740137
FRB20220912A,2022-11-07 04:05:29.786567
FRB20220912A,2022-11-07 04:05:50.571965
FRB20220912A,2022-11-08 04:07:23.983372
FRB20220912A,2022-11-09 03:56:51.934858
FRB20220912A,2022-11-11 03:50:03.216317
FRB20220912A,2022-11-12 03:39:30.074659
FRB20220912A,2022-11-12 03:43:05.785093
FRB20220912A,2022-11-12 03:45:47.459783
FRB20220912A,2022-11-12 03:47:27.887150
FRB20220912A,2022-11-12 03:48:13.224955
FRB20220912A,2022-11-13 03:40:34.710523
FRB20220912A,2022-11-13 03:42:41.624916
FRB20220912A,2022-11-14 03:37:54.560527
FRB20220912A,2022-11-14 03:40:10.699771
FRB20220912A,2022-11-15 03:39:17.583170
FRB20220912A,2022-11-16 03:26:21.995084
FRB20220912A,2022-11-16 03:30:23.178050
FRB20220912A,2022-11-16 03:35:17.791206
FRB20220912A,2022-11-17 03:24:55.124695
FRB20220912A,2022-11-17 03:25:44.646318
FRB20220912A,2022-11-17 03:25:47.335913
FRB20220912A,2022-11-17 03:25:56.773097
FRB20220912A,2022-11-17 03:28:10.466539
FRB20220912A,2022-11-18 03:21:28.756091
FRB20220912A,2022-11-29 02:36:00.935106
FRB20220912A,2022-11-29 02:36:51.958814
FRB20220912A,2022-11-29 02:39:06.139840
FRB20220912A,2022-11-30 02:39:46.152519
FRB20220912A,2022-12-01 02:32:13.434091
FRB20220912A,2022-12-01 02:34:34.111045
FRB20220912A,2022-12-02 02:32:33.070315
FRB20220912A,2022-12-03 02:16:22.887495
FRB20220912A,2022-12-03 02:16:48.147691
FRB20220912A,2022-12-03 02:18:05.076469
FRB20220912A,2022-12-03 02:18:34.536212
FRB20220912A,2022-12-03 02:19:24.584742
FRB20220912A,2022-12-03 02:19:30.530171
FRB20220912A,2022-12-03 02:20:51.658496
FRB20220912A,2022-12-03 02:23:09.394194
FRB20220912A,2022-12-03 02:25:43.298939
FRB20220912A,2022-12-03 02:26:49.783900
FRB20220912A,2022-12-04 02:15:44.249108
FRB20220912A,2022-12-04 02:16:52.299067
FRB20220912A,2022-12-04 02:19:36.097126
FRB20220912A,2022-12-04 02:21:37.616599
FRB20220912A,2022-12-05 02:10:34.102937
FRB20220912A,2022-12-05 02:11:40.438476
FRB20220912A,2022-12-05 02:12:32.696883
FRB20220912A,2022-12-05 02:13:25.246269
FRB20220912A,2022-12-05 02:13:36.099031
FRB20220912A,2022-12-05 02:15:39.254282
FRB20220912A,2022-12-05 02:18:01.409730
FRB20220912A,2022-12-05 02:19:54.380687
FRB20220912A,2022-12-06 02:10:31.797708
FRB20220912A,2022-12-06 02:11:00.360919
FRB20220912A,2022-12-06 02:11:00.651899
FRB20220912A,2022-12-06 02:11:31.936163
FRB20220912A,2022-12-06 02:12:00.373545
FRB20220912A,2022-12-07 02:08:05.512507
FRB20220912A,2022-12-10 01:53:19.200696
FRB20220912A,2022-12-10 01:55:40.900011
FRB20220912A,2022-12-11 01:47:00.548434
FRB20220912A,2022-12-11 01:55:25.799536
FRB20220912A,2022-12-12 01:40:25.294973
FRB20220912A,2022-12-12 01:40:25.216327
FRB20220912A,2022-12-13 01:40:59.668933
FRB20220912A,2022-12-13 01:41:54.050706
FRB20220912A,2022-12-13 01:42:30.934366
FRB20220912A,2022-12-13 01:42:30.934366
FRB20220912A,2022-12-15 01:26:43.667192
FRB20220912A,2022-12-15 01:31:06.500631
FRB20220912A,2022-12-15 01:32:36.720110
FRB20220912A,2022-12-15 01:36:39.821967
FRB20220912A,2022-12-16 01:31:25.767232
FRB20220912A,2022-12-17 01:26:09.274555
FRB20220912A,2022-12-17 01:27:56.480965
FRB20220912A,2022-12-18 01:27:14.398005
FRB20220912A,2022-12-19 01:15:00.443630
FRB20220912A,2022-12-19 01:20:36.014164
FRB20220912A,2022-12-19 01:22:04.967488
FRB20220912A,2022-12-20 01:14:32.728783
FRB20220912A,2022-12-20 01:19:19.933749
FRB20220912A,2022-12-20 01:21:49.009799
FRB20220912A,2022-12-21 01:09:16.786606
FRB20220912A,2022-12-21 01:11:58.838786
FRB20220912A,2022-12-22 01:04:08.201029
FRB20220912A,2022-12-22 01:06:23.207810
FRB20220912A,2022-12-22 01:10:45.648033
FRB20220912A,2022-12-23 01:00:35.816220
FRB20220912A,2022-12-23 01:04:28.411348
FRB20220912A,2022-12-23 01:07:01.734131
FRB20220912A,2022-12-24 00:58:12.181296
FRB20220912A,2022-12-24 01:00:52.739253
FRB20220912A,2022-12-24 01:04:08.419261
FRB20220912A,2022-12-26 00:49:05.090043
FRB20220912A,2022-12-26 00:52:13.354002
FRB20220912A,2022-12-27 00:46:20.134950
FRB20220912A,2023-01-02 00:22:49.875596
FRB20220912A,2023-01-02 00:23:05.494136
FRB20220912A,2023-01-04 00:20:27.749639
FRB20220912A,2023-01-06 23:58:06.628472
FRB20220912A,2023-01-07 00:08:08.815180
FRB20220912A,2023-02-14 21:27:48.070144
FRB20220912A,2023-03-10 19:56:17.623721
FRB20220912A,2023-03-10 20:00:03.628546
FRB20220912A,2023-03-12 19:50:41.720919
FRB20220912A,2023-03-16 19:34:30.001607
FRB20220912A,2023-03-16 19:34:38.801781
FRB20220912A,2023-03-16 19:34:39.061304
FRB20220912A,2023-03-25 18:59:27.576908
FRB20220912A,2023-03-29 18:42:26.847155
FRB20220912A,2023-03-29 18:45:51.398118
FRB20220912A,2023-04-04 18:20:00.044997
FRB20220912A,2023-04-07 18:07:23.683210
FRB20220912A,2023-04-18 17:31:00.108029
FRB20220912A,2023-04-29 16:39:40.119321
FRB20220912A,2023-05-02 16:23:59.032519
FRB20220912A,2023-05-02 16:24:01.596285
FRB20220912A,2023-05-03 16:30:01.946311
FRB20220912A,2023-05-04 16:18:54.594862
FRB20220912A,2023-05-04 16:20:24.413258
FRB20220912A,2023-05-05 16:12:34.755087
FRB20220912A,2023-05-05 16:14:22.024412
FRB20220912A,2023-05-05 16:16:16.151421
FRB20220912A,2023-05-10 15:58:32.033234
FRB20220912A,2023-05-12 15:54:43.116638
FRB20220912A,2023-05-28 14:42:10.388533
FRB20220912A,2023-06-01 14:36:41.105525
FRB20220912A,2023-06-23 13:06:09.542753
FRB20220912A,2023-06-24 13:04:48.728018
FRB20220912A,2023-06-26 12:53:21.821460
FRB20220912A,2023-06-26 12:53:50.950899
FRB20220912A,2023-06-26 12:57:25.261483
FRB20220912A,2023-06-27 12:44:59.809472
FRB20220912A,2023-06-27 12:45:04.756131
FRB20220912A,2023-06-27 12:49:59.046850
FRB20220912A,2023-06-28 12:42:30.929047
FRB20220912A,2023-06-28 12:44:02.611292
FRB20220912A,2023-06-29 12:37:31.053680
FRB20220912A,2023-06-29 12:39:05.606400
FRB20220912A,2023-06-29 12:44:31.503818
FRB20220912A,2023-06-30 12:42:01.081989
FRB20220912A,2023-07-02 12:23:56.330772
FRB20220912A,2023-07-05 12:19:11.254087
FRB20220912A,2023-07-06 12:14:27.539896
FRB20220912A,2023-07-08 12:09:21.741711
FRB20220912A,2023-07-12 11:45:30.966313
FRB20220912A,2023-07-12 11:45:51.083243
FRB20220912A,2023-07-13 11:46:33.706875
FRB20220912A,2023-07-13 11:48:10.972784
FRB20220912A,2023-07-13 11:48:10.485196
FRB20220912A,2023-07-13 11:54:07.753390
FRB20220912A,2023-08-03 10:25:25.900216
FRB20220912A,2023-08-06 10:20:29.907855
FRB20220912A,2023-08-07 10:05:12.187914
FRB20220912A,2023-08-07 10:05:59.169362
FRB20220912A,2023-08-08 10:03:39.057653
FRB20220912A,2023-08-08 10:08:10.471065
FRB20220912A,2023-08-08 10:08:48.392816
